address,lifetime,most_active_day,activity_days,in_vs_out,num_in,num_out,median_delay,mean_delay,max_delay,min_delay,total_sent,total_recv,avg_out,avg_in,max_diff,addresses_in_out,class
16bDK8fpnnGjCv5nY9fBvZ3mTfhdv322Hz,38796555,13,27,15.54545455,171,11,5339.5,6373,14274,0,64.49,66.27,5.862727273,0.38754386,66.27,0,0
14JAtSeaU9DAQxLzKNYk569k9W87cE8ED5,9337721,4,80,4.409090909,97,22,42171,36872.17647,79069,3529,24.81238551,24.81238551,1.127835705,0.255797789,24.81238551,0,0
1Q2hdu1gdm5dYxS5G5BaKsjr9YteVNUFAj,45720319,9,103,2.278481013,180,79,5471,120155.6032,5110986,0,185.91,185.91,2.353291139,1.032833333,185.91,1,0
1G4r4KUiS4h748xFwgk5SrSDBrwggtDXae,19621073,3,22,1,17,17,10613,27639.64286,114443,3359,14.0249,14.0249,0.824994118,0.824994118,14.0249,0,0
1RHEW2L14R5SW7NcZRwCT9mzYryu27axy,63251999,15,110,12.62857143,442,35,5255,252975.9688,7029221,0,63.14672269,63.14672269,1.804192077,0.142865888,63.14672269,0,0
1JosQdwnKpHFjd75kZ2R7fT68i4xAk5igJ,11613972,2,63,11.5,69,6,19951,38675.8,87554,3427,388.57,388.57,64.76166667,5.631449275,388.57,0,0
14NPnxuNrYA3VZkNuWPaVJx4fodPpgttWh,16799268,3,22,1.307692308,17,13,159205,437252.625,1813693,24362,180.68,180.68,13.89846154,10.62823529,180.68,0,0
1HttRCNekY65Bf72mLMEMy7PKJYzxF4Ffw,79541211,3,27,1.833333333,22,12,1581431.5,2844765.667,11238008,261561,735.316919,735.316919,61.27640991,33.42349632,735.316919,0,0
183Et2UmxruaS75XzZxXBVbUVE5YqP9o6a,101415205,4,33,2.8,28,10,224833,423666.1429,1884802,2875,10.29810032,10.29810032,1.029810032,0.367789297,10.29810032,0,0
16jEktkycvCGPdaxvktfQrXpkFLgp7yn8i,204191697,4,124,3.53125,113,32,261923,874541.7273,6720534,0,218.314711,218.314711,6.822334718,1.931988593,218.314711,0,0
1M1Zyd7JqjvmAPh1VZhicSA4c4Z1BYWP6d,55974476,6,51,3.15,63,20,61118,988228.7895,16183734,0,104.682501,104.682501,5.234125052,1.661627001,104.682501,3,0
1B2og5VJA1Ych5yf6ueecNLqvnatnJfU9i,50094644,3,29,1.125,18,16,212871,541950.4167,2309685,6075,84.52,84.52,5.2825,4.695555556,84.52,0,0
1JHQCx9f4nU7FiXpaYtBQMUAXKwPycyMbe,14030078,3,33,2.333333333,28,12,140939,215862.0909,695723,622,31.01,31.01,2.584166667,1.1075,31.01,0,0
13Mjr1h8hVpBiR9uoXuuM7rgijLanaLfJ5,222908198,7,28,21.75,87,4,2085,2085,2085,2085,0.10487629,0.10487745,0.026212558,0.001205188,0.10485139,0,0
1H7JtfMunDskysqMZYaQqeBjWf3F7Nu1Pc,15047594,2,43,3.166666667,38,12,103670.5,330666,1709493,366,15.61,15.61,1.300833333,0.410789474,15.61,0,0
16sXKhzPuTCCEX8beqSojy4NQsK2YAokm5,382826,124,4,15.09090909,166,11,0,543.826772,51597,0,5.86000198,7.90005287,0.532727453,0.04759068,7.90005287,2,0
15HLy5r5rFcZqFh5DzmUN6YFV2tUBWwx3i,170571688,1,26,1.6,16,10,1779197.5,1779197.5,2103121,1455274,9.203,11.026,0.9203,0.689125,11.026,0,0
15jgokmfszYMP5Tzz6wuBWDpLAQmtgb34Z,5150170,4,30,1.034482759,30,29,13833.5,25150.6,107091,1986,30.27,30.27,1.043793103,1.009,30.27,0,0
19txjj3CN6V3kLYwWwoucMMkTFiUxJyubg,49482,32,2,2.3125,37,16,2556.5,2043.25,2664,396,0.32,0.4322221,0.02,0.011681678,0.4322221,1,0
1AM4VRrqwJGebMaVCY1cR1dDJrsVpsUvTH,91514833,2,34,7.75,31,4,64569,64569,64569,64569,97.27,98.27,24.3175,3.17,98.27,0,0
1L8p6naw5jYDaSkH5ysW9X6k6HG82ERLDQ,4010646,6,19,1.047619048,22,21,6517,13403.46154,49484,2020,11.36804246,11.36804246,0.541335355,0.516729203,11.36804246,0,0
1K2YDoDNSxyqvdBcVYBdeXUnT59mYmB8cw,210052388,2,35,5.285714286,37,7,7261214.5,7261214.5,14083937,438492,39.34,39.44,5.62,1.065945946,39.44,0,0
12i8up5PDXBpdR7Fhoed91je3DHZgDixEX,99644830,9,52,10.125,81,8,331110,19181061,57003610,208463,5.20424711,5.20424711,0.650530889,0.064249964,5.20424711,0,0
1LJmkDdE41cRYXjFYvUKarRRwN8ceG1LNk,6646711,4,19,1.636363636,18,11,13196,42296.88889,281011,4041,22.09,22.09,2.008181818,1.227222222,22.09,0,0
14RPwsfArYDwPT6wxVsT5dmpFvEdu7pnkx,1518425,27,6,3.5,28,8,72338.5,72338.5,92632,52045,79,79,9.875,2.821428571,79,0,0
18Qjyq2tAgyxZoo6q243gX2KwJUFWXuyrt,2806959,4,13,1,15,15,6723,27171.27273,186559,3398,17.17,17.17,1.144666667,1.144666667,17.17,0,0
1PgtsVZqa3wb8Yy2R7zYBUDnACATtw9Q5F,22926092,15,105,1.008264463,122,121,15080,21592.20213,119606,968,164.19,164.19,1.356942149,1.345819672,164.19,0,0
1A82pyN3EQTsUWdsBTw19dynhTuYuaYR7S,59571404,3,85,10.09090909,111,11,10857,406433.7778,3152616,801,33.41823522,33.41823522,3.038021384,0.301065182,33.41823522,0,0
12VisFih6wbzNQy6rGiPLztLwwiv8uZfTA,82098997,3,84,5.125,82,16,19050,48808.90909,169224,880,450.44,450.44,28.1525,5.493170732,450.44,0,0
1Dzf3kFQp4Zb1yiQvpDwPeMtHLCLQzd71h,2622760,4,25,1.038461538,27,26,10068,21164.38889,61499,2607,26.29,26.29,1.011153846,0.973703704,26.29,0,0
1mqYCV6dvAzcgiY3W2DFLei95uKoxvdk7,120425258,3,53,5.2,52,10,292464.5,9527298.333,39400523,2735,333.51,333.51,33.351,6.413653846,333.51,0,0
1KyGTikpjtpaNomsXJcwDtwbYdMWeXfCTq,1075324,6,12,4.166666667,25,6,11523,26018.8,68890,346,31,31,5.166666667,1.24,31,0,0
1MdTMtpxjLAQrbEhajhK533yDAyrqFh6Ju,79718881,50,123,1.652173913,152,92,2467,132486.1628,3912906,0,348.3755416,348.3755416,3.786690669,2.291944353,348.3755416,4,0
1G46YQe2TKiWrmfh9dusm2C8c6RTFrTE98,60419115,3,48,1.6,40,25,49435.5,187485.7273,1878415,2789,80.39,80.39,3.2156,2.00975,80.39,0,0
1N51o1Y3hyAzvCHQ6zDxaJv24iyQJ9Hios,66662618,2,96,11.25,90,8,174599.5,1268381.5,6642602,58064,90.13779814,90.13779814,11.26722477,1.00153109,90.13779814,0,0
1BcAxYzJiQPUJt9gJs1QLB72Ts48syFAEL,35153637,2,86,1.694444444,61,36,100547,134910.25,469831,0,63.46839587,63.46839587,1.763010996,1.040465506,63.46839587,0,0
1HXEjGVy3oN5VUo3G5QjUUUFaH8GDrD6mn,4755295,3,32,1.933333333,29,15,20965,38855.84615,105222,3351,3,3,0.2,0.103448276,3,0,0
1CczMyF9Qx1jU8vQEVGvMiQ63kDMPKcKWa,59679434,3,34,3.333333333,30,9,135255.5,129530.8333,241023,12405,169.0410228,169.0410228,18.78233587,5.63470076,169.0410228,0,0
1PQTKnyxxoMeQ5v1YmZiBafoy6LxQC1pB4,61484013,2,28,2.6,26,10,19709,115440.4286,695846,4115,3.11401374,3.11406334,0.311401374,0.119771667,3.11406334,0,0
194PmgKieqrqBRsU1pSbyTwai4x8MbEWH2,62416290,2,23,2.25,18,8,421599,834322,3066224,20256,1368.546772,1368.546772,171.0683464,76.0303762,1368.546772,0,0
1CEvnowVdeois5aTvJpG8xVXXXF1A6ZD3,52616642,9,45,1.381818182,76,55,76764,316422.6667,3986133,0,18.87,18.8705,0.343090909,0.248296053,18.8705,7,1
17ffNzTphkX4Hy2Jf8cG7rTDcp12WgPWtf,180232652,5,75,4.6,69,15,236984,395279,1307658,4187,16.24439099,16.24439099,1.082959399,0.235425956,16.24439099,0,0
126VZtqifE91nrBsXRkjZRMkTTvSTEMHPC,17185385,4,39,1.142857143,24,21,132405.5,264861.75,1138866,0,49.5632506,49.5632506,2.36015479,2.065135442,49.5632506,1,0
18NSLe6KRj6Ng7R5dLD8kPY4VtfK7mqKRw,228756053,20,48,16,240,15,8750.5,33545.1,223169,0,67.96,77.1,4.530666667,0.32125,77.1,0,0
15ECB9f1pKiPYh5ujDFbmpHgZKJ1JXp6UJ,27735483,5,20,2.2,22,10,30318,60680.33333,212286,8617,3.57877979,3.57877979,0.357877979,0.162671809,3.57877979,0,0
1LjH2FMwym4NE5GFeBxyNpK9sTXkKewj1z,81143642,14,385,14.33333333,430,30,45303.5,270676.4,2357752,0,107.799,107.799,3.5933,0.250695349,107.799,4,0
19q2yeApS16FqJ45v6s24NUzqecucTnh3M,6970783,9,24,3.25,26,8,70573,165505.1667,549546,3456,17.25,17.25,2.15625,0.663461538,17.25,0,0
19mUsnGvgTGR8agQYdjfViG6reJJrfo2Jk,1843348,10,8,1,13,13,14999,14999,21971,8027,0.25,0.25,0.019230769,0.019230769,0.25,0,0
17LRZvfyj8gaQt9Kjigkbi23BxFLWgraNF,4256304,3,21,2.375,19,8,89658.5,89631.33333,210413,2735,19.73,19.73,2.46625,1.038421053,19.73,0,0
1GanyPTk33dGxRMQ1rwuWpmLTKU8QJEYQ8,12200290,3,17,2.111111111,19,9,22392.5,77757.5,241925,2991,77.15361174,77.15361174,8.572623527,4.060716407,77.15361174,0,0
1N4pjuGeF7EM4tsoQB2p2Xhu2obT2EAyKF,57745952,10,132,3.638297872,171,47,14466,47610.05128,1042376,0,171.95,172.61,3.658510638,1.009415205,172.61,0,0
12dtzQ3nT27nzacSbaaaerjVXSgvMhy2e5,7241249,9,80,1.426470588,97,68,22825,25632.03571,90869,0,945.07,945.07,13.89808824,9.742989691,945.07,0,0
1NFEkB8NYkLSTpS6mgwdT4AZLFt6oVqiuM,7115360,7,48,1.033898305,61,59,13778,28187.91489,152779,0,14.36,14.36,0.243389831,0.235409836,14.36,0,0
1MuSHYb6eB5hF6duRwJE4hs7KQuGN7xjWq,13634601,4,93,12.44444444,112,9,51106.5,45000.33333,78204,5895,118.67,118.67,13.18555556,1.059553571,118.67,0,0
1Jn1sEPFhu7ZA4DywybwBHRBh2yaUaMzkZ,3020286,3,27,3.363636364,37,11,34915.5,50848,198616,2561,2400.1,2400.1,218.1909091,64.86756757,2400.1,0,0
1FHvMcNkbX2saRgHrMVevnAidyG73bQTMT,4484214,5,31,4.111111111,37,9,39575,61775.16667,186317,4457,21.92,21.92,2.435555556,0.592432432,21.92,1,0
1PXRqMvWUkjpqduXeKBQ59g3r9KHocJ8WA,7738217,5,17,1.818181818,20,11,64130,114487,445691,4675,229.2,229.2,20.83636364,11.46,229.2,0,0
1DRb2JCDCwsJXS381adWwS3RUi2jZzb29N,81455810,2,29,6.5,26,4,16850.5,16850.5,30294,3407,79.97,158.1652351,19.9925,6.083278272,158.1652351,0,0
13SymbnEiDHaTgeZp1PRiu5JM8M8adh2mB,20558434,8,25,1.153846154,30,26,33175.5,68066.125,648275,1231,25.7,25.7,0.988461538,0.856666667,25.7,0,0
1KMCwvYd1GV7igStpUBc6P4eUfcvZDkmQg,2220689,3,23,11.33333333,34,3,41286.5,41286.5,42720,39853,1137.86,1137.86,379.2866667,33.46647059,1137.86,1,0
1CPbT9pAPEdE4GG4Hi69Wm6fcdjTKend7m,5641394,2,22,3,24,8,139294,112894,176010,23378,21.41,21.41,2.67625,0.892083333,21.41,0,0
1NvrUA98B2hYvmamiijcnneKQbLxTWbZAz,1217920,16,15,3.206896552,93,29,6476,6053.75,14380,0,301.39,301.39,10.39275862,3.240752688,301.39,0,0
18jmhzHGChf7LvDSfBJdYU3KtBYnhcZ47V,3899911,4,30,14,56,4,18054,64162.33333,157413,17020,15.2,15.92,3.8,0.284285714,15.92,0,0
19BG1HJFeGKWyhbGAYL5uqg7RDj4HJ7MGn,9398675,4,91,16.57142857,116,7,74130,94419.4,269972,16127,16.44766279,16.44766279,2.349666113,0.141790196,16.44766279,0,0
16UGjVLx9jcqLABn9Bi33LQJT4MHf9Aji7,2973531,3,14,2.375,19,8,8263,33618.85714,168890,311,17.08,17.08,2.135,0.898947368,17.08,0,0
173WrpsnWptQQS5fFWvhvemKJ48XGRCKnG,6808785,3,22,2.375,19,8,48492,50669.28571,86500,5089,69.28,69.28,8.66,3.646315789,69.28,0,0
1Nq17F6JJQpLVUtciKD7rios8jtL3bmcpU,64980992,2,21,1,13,13,48532,461063.1667,4515485,864,7.99,7.99,0.614615385,0.614615385,7.99,0,0
1NzrV8ZYC5QsA2GwCr2shRWVtuzRL3DniQ,48791887,2,40,8,40,5,120229,1254042.333,3523755,118143,133.3905521,133.5105521,26.67811043,3.337763804,133.5105521,0,0
1E7omVoKbNPmDfFxPfZkAotQ65dFRsNX9y,65455039,9,103,1.627118644,192,118,24578,36739.25758,160003,0,21350.23,21350.23,180.9341525,111.1991146,21350.23,0,0
16BypB6VEYAQy6YtRtT1s3jeSyqkzRGqew,180870,37,3,1.25,40,32,0,1493.703704,34018,0,32.18,32.18,1.005625,0.8045,32.18,10,0
1BxSDyLqGv9wQmabf2xeLTfV8Cct7Cz43J,9361606,5,36,2.222222222,40,18,7314,55918.94444,328496,171,38.78865441,49.75406724,2.154925245,1.243851681,49.75406724,0,0
13vXpAuPBKAva32ynmVufihNbsWB7yktxw,2012360,4,14,1,14,14,53231,37714.4,72815,2047,8.31,8.31,0.593571429,0.593571429,8.31,0,0
14n9dA9zDVTybajuM8TZ1MYSyb884hMaL6,79664574,7,22,18,54,3,24066,24066,24066,24066,1.68931704,1.68931704,0.56310568,0.031283649,1.68931704,0,0
1Hm9EV631AyZt3gXvSPXPfEhrXVDC4G4PL,5323825,3,25,3.857142857,27,7,22941,34314.83333,92400,1127,5.82,5.89225106,0.831428571,0.218231521,5.89225106,0,0
13QmfgwvsCnY2SfGBPon779LaGmUpDpV24,28862890,7,85,1.344262295,82,61,8651,33690.67925,365281,0,241.7997577,241.7997577,3.963930454,2.948777533,241.7997577,0,0
1PnE2DSFh8KUkZnE7M92SbgHadfyQ77aBT,217066542,6,59,1.408163265,69,49,9962,47372.31818,1190582,267,120.48,126.6792375,2.45877551,1.835930979,126.6792375,0,0
1KYchmwDTqaaauwTnMY5hrCKazKLaTBTyN,2113296,8,15,1,21,21,5702,11541.27273,50641,793,55.65,55.65,2.65,2.65,55.65,0,0
1KYVPPGJ7meMoqHuqiQELRdzeom1Dxtwo9,58832859,4,478,48.45454545,533,11,87829,76520.11111,128365,25976,844.3022351,844.3022351,76.75474865,1.584056726,844.3022351,1,0
17EsSDGW9MwbMrF31nPMius1bPPTVVxhUV,116131833,3,86,2.72,68,25,348351,5709609.571,36720745,0,3.07664346,3.07664346,0.123065738,0.045244757,3.07664346,0,0
1FgREbLKDg8pYz8arm5EHneeCMLGC28uQN,110511614,2,43,2.384615385,31,13,3640361,3640361,3640361,3640361,30.91647456,30.91647456,2.378190351,0.997305631,30.91647456,0,0
1Kbmo5mxE6cQ8tbKz3wBFuuwyXHVWERPWb,1441288,2,17,4.2,21,5,3966.5,6213.5,14556,2365,20.16,20.16,4.032,0.96,20.16,0,0
1Nx28RmRdDpQ8ePtLj2yZraEXqinALYkCZ,5036333,9,12,2.1,21,10,13041,52834.7,198471,0,0.25,0.25,0.025,0.011904762,0.25,1,0
1D6D5cMPmtdjRkTXqw5LvubuzQyYBayVs5,9423028,14,67,2.074074074,168,81,2444,5290.177215,53251,130,103.3106931,103.3106931,1.275440655,0.614944602,103.3106931,0,0
1CdCNKQwtQzxwJJbtYSRqyPdxQrykErcmD,11357375,2,40,1.4,28,20,121493,206997.8667,933604,13953,637.5,637.5,31.875,22.76785714,637.5,0,0
17WZzH6TGKZGSZKbjJDKUvPt1uec6sz74x,9974184,8,30,4,48,12,165640.5,215548.1667,535325,9000,22.67606456,22.67606456,1.889672047,0.472418012,22.67606456,0,0
16NppgM8D4cJrkX8sqpH2v8fqkWzbBZYwm,13447241,4,61,5.3125,85,16,61177,71578.45455,232753,10861,4400.05,4400.05,275.003125,51.76529412,4400.05,0,0
1F4nsRKqdnAY9291sk6uDZp4t5L5ZoGShi,3305826,9,13,4.125,33,8,80280,69250.28571,166157,5941,7.74684867,7.74684867,0.968356084,0.23475299,7.74684867,0,0
1Js8XS5tQLk4nVCwzfJH1zF9hGU1SGyFMT,9028201,4,21,1.307692308,17,13,67417,120506,254169,39932,1135.44,1135.44,87.34153846,66.79058824,1135.44,0,0
1Kj5afdvsztjGgkkAsi5zp6XTKgwy4snam,3438809,4,19,1,19,19,13015,22048.88235,102072,2859,3.21,3.21,0.168947368,0.168947368,3.21,0,0
15FRfFchcugbeeNRpDVphmUagvDkX8Bfop,1883072,5,16,1,15,15,17504,51432.5,378084,2060,15.44,15.44,1.029333333,1.029333333,15.44,0,0
1BcK3xjci73d5zWHzyXqk1KR2Qmevr63n5,2531984,5,17,1.0625,17,16,6602,18339.53846,92355,1849,0.55,0.55,0.034375,0.032352941,0.55,0,0
1A9hBTt9kBTWzucSYn4KJ3CisMPFQZSTPD,199037762,4,21,8.666666667,26,3,48857252,48857252,48857252,48857252,0.23377013,0.42322103,0.077923377,0.016277732,0.42322103,0,0
1A7HDKCT3sk7ZVURCCgR1EgtwYzjGLqU3w,3770121,3,37,16,48,3,72312,72312,94347,50277,120.13,120.13,40.04333333,2.502708333,120.13,0,0
1Pv5zQ8YpUXybCtBn13xa4DYEhoWHiSeYE,1811632,9,15,1,28,28,7929,16325.85714,67307,369,1.59,1.59,0.056785714,0.056785714,1.59,0,0
1N6398YvJr7iwzCQZDUCXF1uWnwnw6d3NM,9146364,3,48,13.2,66,5,17552,77307.6,323840,1892,55.9,56.5,11.18,0.856060606,56.5,0,0
1758jsMnqDc1uEwHY1wmWhXhbErWpeU822,4362276,4,38,11.2,56,5,6257,51570.5,191990,1778,60.49,60.49,12.098,1.080178571,60.49,0,0
16LcJG5Jtoppkzeu4RNuYv3Y1eAYkECXXP,4143455,4,16,1,17,17,20229,31073.54546,138843,5840,256.04,256.04,15.06117647,15.06117647,256.04,0,0
124uwrixxCYeChuwwwcwj1BJD5yaZFyt4p,7448995,4,35,19.66666667,59,3,13941,194905,569489,1285,5.75344498,6.90864901,1.917814993,0.117095746,6.90864901,0,0
13cGR92Yx1pwod5EFLdKMiD8iVVEuzNV2E,24869662,8,60,6.230769231,81,13,72464,170429.2857,631415,2543,13.70708841,13.70708841,1.054391416,0.169223314,13.70708841,0,0
18pm2txg4yNbagwC8pD6XwDRoMDPwJ22S4,1424102,4,17,4.857142857,34,7,16892,14782.33333,23287,3519,36.37,36.37,5.195714286,1.069705882,36.37,0,0
1DzZJRgd4XXLnbAaER4JY5iQ8EtPwEWFXw,15050442,27,45,1,96,96,2577.5,7601.125,82321,0,23.07,23.07,0.2403125,0.2403125,23.07,0,0
1F9UUHhVSYHcBxZwW3MFUsyg2wDnxNginP,10187375,2,23,1,13,13,65715,123878.5833,500511,3790,346.4,346.4,26.64615385,26.64615385,346.4,0,0
1PzoGurz7UHzof2wGH3BBBfTGD6FkQz1wP,3484200,5,26,1.866666667,28,15,27926,45404.6,140549,433,26.61,26.61,1.774,0.950357143,26.61,0,0
1DKPsnH1doDngxZwQ28DiwCKHKbyZXEaqf,194109827,2,32,10.66666667,32,3,9025,28013.33333,74084,931,21.49,39.48000001,7.163333333,1.23375,39.48000001,0,0
15SXLoXQZdHLaTzafPRDFKvvyFDWwD1V5r,214024935,7,100,32.8,164,5,48083.5,47053.25,88269,3777,0.68935925,0.69135925,0.13787185,0.004215605,0.69135925,0,0
143LMxQVWjJqfjJd9WUCcP7xBbGCjVzpY8,196214607,3,52,2.722222222,49,18,33606,278163.6429,3188920,3155,552.3925753,552.3925753,30.6884764,11.27331786,552.3925753,0,0
17LtgyGtEqYJon1CousTCDpr3diTPf4K1r,3036563,6,28,1,43,43,8687.5,14232.64706,56569,2985,15.83,15.83,0.368139535,0.368139535,15.83,0,0
1L5zqFahc8Ahu9wtgJqCeJMendvD174xsG,72870403,6,16,0.857142857,12,14,39491,6276111.778,55763816,0,10.58,10.58,0.559285714,0.6525,7.83,2,0
12U43zobq61whDKheUWqvdmTzSF575AGXJ,212803070,2,47,7.666666667,46,6,1164737,39550018.4,143491532,55,15.31569391,15.78897117,2.552615652,0.343238504,15.78897117,0,0
1PuDYrYxsXkBgvfq5hpaG2w3qpegEgGxXU,177724922,2,76,6,66,11,1477128,2532015.857,6219869,39283,873.2587875,873.2587875,79.3871625,13.23119375,873.2587875,0,0
1CgHaWFmNW6qFJfGrLqgc7LVzjZEfjeuRf,715018,16,7,1.038461538,27,26,2191,5614,29559,0,5.8,5.8,0.223076923,0.214814815,5.8,0,0
17jV7ZdXdTeR9hijQqYF2iLxJAd72Ug9Hq,70465389,6,129,22.28571429,156,7,211907,9841517.333,29222487,90158,133.0352061,133.0797447,19.00502944,0.853075287,133.0797447,0,0
1GiPJBf2JgNxbmGoULuthGXAadkg2X5NGR,35783666,2,41,3.3,33,10,154012,425800.4286,1980955,5041,16.7900002,16.7900002,1.67900002,0.508787885,16.7900002,0,0
1BgR1jBV6FrJLgGLsr9DCS5AYGdQMYz3CA,3045080,5,25,1.2,24,20,23333,40424.41177,185592,1409,111.39,111.39,5.5695,4.64125,111.39,1,0
1MQLDDNw8y5WQXevkLkeUohTXDxN2FcBmD,83627247,5,174,3.126760563,222,71,11416,468600.7465,31217553,0,107.789063,107.789063,1.518155816,0.48553632,107.789063,0,0
12NPcaxPjL7md7irXooGY8Hi4mY7GFFTS9,84203251,4,29,1.294117647,22,17,40986,63622.73333,215104,2493,2.14366721,2.14366721,0.126098071,0.097439419,2.14366721,0,0
1GnyfDbPdB3HgKdAkMoErH98vsxJkUy4jx,193680574,3,36,1.263157895,24,19,111130,2598091,44857291,811,22.2694976,22.2694976,1.172078821,0.927895733,22.2694976,0,0
14QFZP6k6qViJNtqqWjZY2dVfF5QwmGutP,49612589,10,14,11.2,56,5,0,8717108,43585540,0,0.18953849,0.64004293,0.037907698,0.011429338,0.64004293,4,0
1271tY1rX2ihMocWFCsjuvKSMC7kwd7Jed,11918568,2,26,12.5,25,2,119607,119607,119607,119607,25.61,25.61,12.805,1.0244,25.61,1,0
12gL5zJhNLQFwxpn2n6B5Ke2yyErzBRDxa,57324710,4,36,2.4,36,15,2070,29420.36364,225782,0,420.5900764,420.5900764,28.03933843,11.68305768,420.5900764,1,0
1PG6zKQLTZb998UMGJQ2sXDBBDBDShg5EX,78952,29,2,1,26,26,132,3690,40729,0,280.4,280.4,10.78461538,10.78461538,280.4,10,0
1MKChwzmhe3KMkg8zRthFU8DFwnxCJRst4,180815545,2,27,3.428571429,24,7,53131.5,53131.5,80949,25314,19.33,19.33,2.761428571,0.805416667,19.33,0,0
1EzAcQA14eMiTSKKAR6ryj3qDZbLWgVFQp,2120641,5,15,1,21,21,38511.5,39535.41667,103880,10128,623.56,623.56,29.69333333,29.69333333,623.56,1,0
1KPfSznHtvEJSn7yks8iAEJAcppWauxYdj,2118661,4,21,1.588235294,27,17,6513.5,17647.57143,119511,0,423.97,423.97,24.93941176,15.70259259,423.97,0,0
1QFvA2z3zVq2HVh8SE8Pprta7V6uvyoBj8,6816907,4,23,1,20,20,10517,202178.25,1849124,3973,78.945,78.945,3.94725,3.94725,78.945,0,0
1Pq5HhzU7wVQPhffPw55EGD7UxENTZ1RPc,4886413,17,53,52,520,10,1609,1776.625,4030,639,110.21,110.21,11.021,0.211942308,110.21,0,0
1EeFhvV5hFhuejMDj3Q8PakEcMT9htYQGx,17369788,7,13,1,15,15,20381,27899.2,62461,8194,2.5777,2.5777,0.171846667,0.171846667,2.5777,0,0
1MXWEFJbupnYtegS2SRhFCfaY7kERzeWi1,64338761,3,39,3.9,39,10,5793.5,29067.83333,139209,1836,9.44,9.44,0.944,0.242051282,9.44,0,0
1PzV4wxMp4gJo1Yp8PGEZAiCo8Ez7tysWQ,8750692,4,25,3.222222222,29,9,5714,41329.42857,238230,1572,116.73,116.73,12.97,4.025172414,116.73,0,0
151XDbUyDZuAznwM1dJdDmyyN6rTQnkyoS,3818397,4,30,1.5,30,20,11302,23364.26316,115191,2297,116.32,116.32,5.816,3.877333333,116.32,0,0
1JVu177JjRMwwEiUc75dBKrefPbgDEXVZW,60791076,5,66,1.734693878,85,49,5409,14560.02174,111757,471,70.50331046,70.50331046,1.438843071,0.829450711,70.50331046,0,0
12EWz7xXBNAcBdVkCnpYEhWwNarRdixfqd,15716403,8,24,4.714285714,33,7,95660,100860.2,243349,5754,34.76,34.76,4.965714286,1.053333333,34.76,0,0
13HkidiMBdUqhZ2esCi8AfS4uHPjbSZmLx,7131325,7,16,4.285714286,30,7,140800,170838.2,550831,2808,17.80655872,17.80655872,2.543794103,0.593551957,17.80655872,0,0
1Gqt1XLmNqBzQdcJwbChD3yGPXs9UyoXuc,1885829,9,10,2.714285714,19,7,20643.5,26570,62603,2390,21.57,21.57,3.081428571,1.135263158,21.57,0,0
1ngUhF1WnpTeo9VUrHKBRHDaHVbzy3rzx,214462541,3,62,9,63,7,4737561.5,7166733.25,19189090,2720,62.32149437,62.32149437,8.903070624,0.989230069,62.32149437,0,0
1GyyEcpMWmJJXFXDvEAc1m1Dcktf53PUyj,1705439,28,11,1.470588235,50,34,70.5,12391.59091,128350,0,53.75,53.75,1.580882353,1.075,53.75,12,0
183auLkCV3P31MB8m4RHudqJX1HZm5SxhR,175956386,5,73,4.6,69,15,27953,645317.6,2512860,2176,10.43,10.43,0.695333333,0.15115942,10.43,0,0
15Bggw2UwmXAb1V3NN28o2cgaBdjf72D6w,19953336,6,106,3.692307692,144,39,33223.5,125746.2222,3179016,0,197.12,197.12,5.054358974,1.368888889,197.12,0,0
1MumywUCU1pGU6AQwLQHzZU2m3wHdHfd9p,1627306,5,15,1.818181818,20,11,3413.5,6737.833333,18867,511,3.07,3.07,0.279090909,0.1535,3.07,0,0
14NJwHRA47CxiyY4PTFt5N8NuakyEjv5mU,5060128,5,54,2.291666667,55,24,10102,17646.36842,77071,2897,81.13,81.13,3.380416667,1.475090909,81.13,0,0
1Pja8GFbxb8NXbCobh5uSV8zqUHvXBaboQ,2965620,6,22,3.692307692,48,13,10199,31506.8,122127,2447,79.9,79.9,6.146153846,1.664583333,79.9,0,0
1E3B9efdZA4TsbBocDGTB9h977WztKpQyZ,5056370,2,22,7.666666667,23,3,383928,348252,439583,221245,3.62,4.04,1.206666667,0.175652174,4.04,0,0
1BXUkebjHrn6EvdFMAtJfyJPH1dH2JHSPa,17873355,3,42,7.8,39,5,63371,146975.6667,324087,53469,11.12,39.30509742,2.224,1.007823011,39.30509742,0,0
1HxGE8BhDhx9bDDhxZNMMRJ7Jmej2wBeRQ,10125699,7,26,6.818181818,75,11,48978,80938.5,268310,826,52.00142571,52.00142571,4.727402337,0.693352343,52.00142571,0,0
1EUcBytQnrat22c6VtRxTBFKabmmaJh3vv,81671692,4,38,2.909090909,32,11,288546,1596895.375,7037704,1311,103.6262969,103.6262969,9.420572448,3.238321779,103.6262969,2,0
13EgsiWwfSEHae25USdGfeLbKQUzVu1niL,6051269,5,46,2.333333333,63,27,8833,29909.76667,166883,0,166.33,199.73,6.16037037,3.17031746,199.73,0,0
1HLpPdyvvNFktPSURV364z3NE9UntHDuZv,186817161,7,39,8,72,9,28419,14360822.33,43054041,7,1.60730964,2.36781551,0.17858996,0.032886327,2.36781551,2,0
15ikMUn6NQnr5u1CvmLQ5iWd18TQDQSqzz,8800941,14,17,1.210526316,23,19,21799.5,49314,275491,0,9.39,9.39,0.494210526,0.40826087,9.39,2,0
